id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,network_id,participant_id
1,2019-05-04 07:33:31.370428,,,,,,f,,{},war_of_the_ghosts_source,1,
2,2019-05-04 07:34:35.66266,,0,,,,f,,{},rogers_agent,1,1
