id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,participant_id,number,question,response
17,2019-09-27 16:24:37.406123,,,,,,f,,{},question,25,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""7"",""engagement"":""6"",""difficulty"":""5"",""technical_issues"":""no"",""confusion"":""no""}"
18,2019-09-27 16:24:41.8965,,,,,,f,,{},question,22,1,questionnaire,"{""language"":""Yes"",""education"":""7"",""age"":""1"",""ideology"":""10"",""engagement"":""8"",""difficulty"":""2"",""technical_issues"":""none"",""confusion"":""none""}"
19,2019-09-27 16:24:46.268604,,,,,,f,,{},question,20,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""1"",""ideology"":""2"",""engagement"":""10"",""difficulty"":""6"",""technical_issues"":""no"",""confusion"":""no""}"
20,2019-09-27 16:24:55.410877,,,,,,f,,{},question,23,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""9"",""engagement"":""10"",""difficulty"":""6"",""technical_issues"":""no"",""confusion"":""no""}"
21,2019-09-27 16:26:17.673971,,,,,,f,,{},question,26,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""1"",""ideology"":""4"",""engagement"":""10"",""difficulty"":""2"",""technical_issues"":"""",""confusion"":""""}"
22,2019-09-27 16:29:20.967876,,,,,,f,,{},question,27,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""2"",""engagement"":""10"",""difficulty"":""7"",""technical_issues"":""No"",""confusion"":""No""}"
23,2019-09-27 16:31:28.120066,,,,,,f,,{},question,24,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""3"",""ideology"":""8"",""engagement"":""5"",""difficulty"":""10"",""technical_issues"":""no"",""confusion"":""no""}"
24,2019-09-27 16:44:34.750274,,,,,,f,,{},question,30,1,questionnaire,"{""language"":""No"",""education"":""6"",""age"":""1"",""ideology"":""7"",""engagement"":""8"",""difficulty"":""5"",""technical_issues"":"""",""confusion"":""""}"
25,2019-09-27 16:50:12.635258,,,,,,f,,{},question,32,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""0"",""engagement"":""10"",""difficulty"":""5"",""technical_issues"":""No."",""confusion"":""No.""}"
26,2019-09-27 16:51:25.018547,,,,,,f,,{},question,34,1,questionnaire,"{""language"":""Yes"",""education"":""4"",""age"":""0"",""ideology"":""5"",""engagement"":""4"",""difficulty"":""5"",""technical_issues"":""nope"",""confusion"":""nope""}"
27,2019-09-27 16:53:00.147101,,,,,,f,,{},question,33,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""3"",""ideology"":""10"",""engagement"":""10"",""difficulty"":""2"",""technical_issues"":""See below."",""confusion"":""There were so many spelling and sentence structure errors it was difficult to concentrate on the content.""}"
28,2019-09-27 16:55:36.903668,,,,,,f,,{},question,35,1,questionnaire,"{""language"":""Yes"",""education"":""7"",""age"":""2"",""ideology"":""5"",""engagement"":""10"",""difficulty"":""5"",""technical_issues"":"""",""confusion"":""""}"
29,2019-09-27 17:18:27.461869,,,,,,f,,{},question,36,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""1"",""ideology"":""10"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":"""",""confusion"":""""}"
30,2019-09-27 17:23:27.160605,,,,,,f,,{},question,39,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""10"",""engagement"":""6"",""difficulty"":""4"",""technical_issues"":""No, none."",""confusion"":""No, nothing.""}"
31,2019-09-27 17:23:33.843515,,,,,,f,,{},question,37,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""2"",""ideology"":""6"",""engagement"":""10"",""difficulty"":""5"",""technical_issues"":""None"",""confusion"":""No""}"
32,2019-09-27 17:24:05.841271,,,,,,f,,{},question,40,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""0"",""ideology"":""8"",""engagement"":""9"",""difficulty"":""3"",""technical_issues"":""None."",""confusion"":""Nothing at all.""}"
33,2019-09-27 17:24:24.508178,,,,,,f,,{},question,38,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""3"",""ideology"":""8"",""engagement"":""10"",""difficulty"":""6"",""technical_issues"":""None"",""confusion"":""No""}"
34,2019-09-27 17:24:49.710589,,,,,,f,,{},question,41,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""1"",""ideology"":""7"",""engagement"":""10"",""difficulty"":""5"",""technical_issues"":""Everything worked fine"",""confusion"":""Nothing was confusing""}"
35,2019-09-27 17:31:28.78087,,,,,,f,,{},question,45,1,questionnaire,"{""language"":""Yes"",""education"":""4"",""age"":""2"",""ideology"":""3"",""engagement"":""9"",""difficulty"":""2"",""technical_issues"":""No"",""confusion"":""No""}"
36,2019-09-27 17:34:06.145937,,,,,,f,,{},question,44,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""9"",""engagement"":""10"",""difficulty"":""2"",""technical_issues"":""no"",""confusion"":""no""}"
37,2019-09-27 17:38:53.447277,,,,,,f,,{},question,47,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""0"",""ideology"":""8"",""engagement"":""10"",""difficulty"":""3"",""technical_issues"":""No"",""confusion"":""No""}"
38,2019-09-27 17:42:57.917997,,,,,,f,,{},question,48,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""7"",""engagement"":""10"",""difficulty"":""3"",""technical_issues"":""none"",""confusion"":""nothing confusing""}"
39,2019-09-27 18:19:10.826123,,,,,,f,,{},question,49,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""2"",""ideology"":""5"",""engagement"":""8"",""difficulty"":""3"",""technical_issues"":""none"",""confusion"":""no""}"
42,2019-09-27 18:25:44.210266,,,,,,f,,{},question,51,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""9"",""engagement"":""8"",""difficulty"":""5"",""technical_issues"":""No"",""confusion"":""There was nothing confusing about this task.""}"
47,2019-09-27 18:37:37.078481,,,,,,f,,{},question,56,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""3"",""ideology"":""9"",""engagement"":""10"",""difficulty"":""3"",""technical_issues"":""none"",""confusion"":""no""}"
40,2019-09-27 18:22:56.605559,,,,,,f,,{},question,50,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""5"",""engagement"":""9"",""difficulty"":""8"",""technical_issues"":""No"",""confusion"":""No""}"
41,2019-09-27 18:24:29.614933,,,,,,f,,{},question,52,1,questionnaire,"{""language"":""Yes"",""education"":""7"",""age"":""2"",""ideology"":""10"",""engagement"":""10"",""difficulty"":""8"",""technical_issues"":""No issues"",""confusion"":""Nothing was confusing""}"
45,2019-09-27 18:33:05.706805,,,,,,f,,{},question,55,1,questionnaire,"{""language"":""Yes"",""education"":""1"",""age"":""0"",""ideology"":""10"",""engagement"":""4"",""difficulty"":""6"",""technical_issues"":""none"",""confusion"":""none at all.""}"
50,2019-09-27 19:16:45.936936,,,,,,f,,{},question,61,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""9"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":""None"",""confusion"":""No""}"
43,2019-09-27 18:28:25.868783,,,,,,f,,{},question,53,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""8"",""engagement"":""5"",""difficulty"":""5"",""technical_issues"":"""",""confusion"":""no""}"
44,2019-09-27 18:32:27.820117,,,,,,f,,{},question,54,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""6"",""engagement"":""9"",""difficulty"":""2"",""technical_issues"":""No"",""confusion"":""No""}"
46,2019-09-27 18:37:21.821013,,,,,,f,,{},question,57,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""7"",""engagement"":""9"",""difficulty"":""2"",""technical_issues"":""No issues."",""confusion"":""Nothing was confusing.""}"
48,2019-09-27 18:51:45.243913,,,,,,f,,{},question,58,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""2"",""engagement"":""8"",""difficulty"":""1"",""technical_issues"":""no"",""confusion"":""no""}"
49,2019-09-27 19:08:50.805202,,,,,,f,,{},question,60,1,questionnaire,"{""language"":""Yes"",""education"":""4"",""age"":""2"",""ideology"":""7"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":"""",""confusion"":""""}"
51,2019-09-27 19:21:17.931548,,,,,,f,,{},question,62,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""0"",""ideology"":""4"",""engagement"":""10"",""difficulty"":""3"",""technical_issues"":"""",""confusion"":""""}"
52,2019-09-27 19:23:46.0689,,,,,,f,,{},question,64,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""5"",""engagement"":""10"",""difficulty"":""2"",""technical_issues"":""No."",""confusion"":""No.""}"
53,2019-09-27 19:24:29.964248,,,,,,f,,{},question,65,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""0"",""ideology"":""5"",""engagement"":""5"",""difficulty"":""5"",""technical_issues"":"""",""confusion"":""""}"
54,2019-09-27 19:26:33.671779,,,,,,f,,{},question,63,1,questionnaire,"{""language"":""Yes"",""education"":""2"",""age"":""1"",""ideology"":""6"",""engagement"":""10"",""difficulty"":""4"",""technical_issues"":""None"",""confusion"":""None""}"
55,2019-09-27 19:29:20.238813,,,,,,f,,{},question,67,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""3"",""ideology"":""4"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":""No"",""confusion"":""It seems the first sentence in the text should have started with more but it was omitted.""}"
56,2019-09-27 19:39:17.859617,,,,,,f,,{},question,72,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""1"",""ideology"":""5"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":""no"",""confusion"":""no, thanks""}"
57,2019-09-27 19:44:13.551321,,,,,,f,,{},question,73,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""2"",""ideology"":""6"",""engagement"":""7"",""difficulty"":""4"",""technical_issues"":""no"",""confusion"":""no""}"
58,2019-09-27 19:50:41.563969,,,,,,f,,{},question,74,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""2"",""ideology"":""10"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":""No technical problem just confused by the mispelling , now I understand"",""confusion"":""I was confused because the word fast was spelled fats as people used to die fast but was written as fats, Now i see its the telephone game and someone mistyped""}"
59,2019-09-27 20:07:50.995978,,,,,,f,,{},question,75,1,questionnaire,"{""language"":""Yes"",""education"":""6"",""age"":""2"",""ideology"":""10"",""engagement"":""10"",""difficulty"":""5"",""technical_issues"":""No"",""confusion"":""No""}"
60,2019-09-27 20:18:32.938658,,,,,,f,,{},question,77,1,questionnaire,"{""language"":""Yes"",""education"":""5"",""age"":""1"",""ideology"":""6"",""engagement"":""10"",""difficulty"":""1"",""technical_issues"":""Nope this all worked just fine!"",""confusion"":""Nope, not at all!""}"
61,2019-09-27 20:27:59.314123,,,,,,f,,{},question,81,1,questionnaire,"{""language"":""Yes"",""education"":""3"",""age"":""0"",""ideology"":""9"",""engagement"":""9"",""difficulty"":""4"",""technical_issues"":""No issues."",""confusion"":""Nothing confusing.""}"
