id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,status
46,2019-09-27 17:27:48.190167,,,,,,f,,{},participant,2d70b99671c14f6a33a1cb403a69cb46,mturk,46,30BUDKLTXFJ6960Q78EFTKWKV135EQ,46:30BUDKLTXFJ6960Q78EFTKWKV135EQ,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 17:32:04.158404,,,returned
44,2019-09-27 17:27:18.603786,,,,,,f,,{},participant,bb50bf81e82420c3185edbb7a6ca626f,mturk,44,3YDGXNSEO1I74MMZG095WIUKK2A84P,44:3YDGXNSEO1I74MMZG095WIUKK2A84P,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 17:34:22.466151,1,0.11,approved
49,2019-09-27 18:13:20.623142,,,,,,f,,{},participant,947d53c18621d92f239831277867d3df,mturk,49,3K9FOBBF2J7O51GOSUX50WMQVJFNLW,49:3K9FOBBF2J7O51GOSUX50WMQVJFNLW,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:19:42.218981,1,0.12,approved
50,2019-09-27 18:20:03.463419,,,,,,f,,{},participant,05fc25b8eba7c6124572a563a5fe271b,mturk,50,32ZKVD547HB5OO12JYOWDFSFE9TB32,50:32ZKVD547HB5OO12JYOWDFSFE9TB32,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:23:31.11963,1,0.11,approved
52,2019-09-27 18:20:51.974947,,,,,,f,,{},participant,34add013dc9a7345f7e3f5c6f99de570,mturk,52,3ND9UOO81MQESVP2KVOSWFZHOW1WLG,52:3ND9UOO81MQESVP2KVOSWFZHOW1WLG,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:24:39.950218,1,0.17,approved
51,2019-09-27 18:20:26.663356,,,,,,f,,{},participant,c0d9107475b15e33625db6da72bc0c80,mturk,51,3GFK2QRXXB50Q6MHS88LFQ3K2625W2,51:3GFK2QRXXB50Q6MHS88LFQ3K2625W2,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:26:02.918442,1,0.11,approved
54,2019-09-27 18:26:49.930364,,,,,,f,,{},participant,0403c578d9192428c98980d1f1a55a3a,mturk,54,3IAS3U3I0H4G365JFYARU5NN8VTB2R,54:3IAS3U3I0H4G365JFYARU5NN8VTB2R,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:32:46.407296,1,0.1,approved
53,2019-09-27 18:24:10.473448,,,,,,f,,{},participant,c5734d1d1d3992db3aa14ef9887556e7,mturk,53,31Q0U3WYDR3MC9KXJDYXKKRMXZO17E,53:31Q0U3WYDR3MC9KXJDYXKKRMXZO17E,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 18:29:07.052358,1,0.16,approved
70,2019-09-27 19:31:32.194982,,,,,,f,,{},participant,c614cd1eb750373242a302f90de0117c,mturk,70,3FIUS151DXQ29HL1UZNUXK8LYRGGGM,70:3FIUS151DXQ29HL1UZNUXK8LYRGGGM,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:38:02.562188,,,returned
71,2019-09-27 19:35:12.484177,,,,,,f,,{},participant,2410972d83a1e90fa0efb8e553eb5b8e,mturk,71,3MRNMEIQW7UFJPPB30J24RAWHGMLDN,71:3MRNMEIQW7UFJPPB30J24RAWHGMLDN,39HYCOOPKP9X2N92DAEFGKUXMGRMDI,live,2019-09-27 19:38:16.18345,,,returned
