id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,origin_id,destination_id,network_id
1,2019-09-16 15:23:03.855376,,,,,,t,2019-09-16 15:24:53.743224,{},1,2,1
2,2019-09-16 15:35:00.213034,,,,,,f,,{},1,3,1
3,2019-09-16 15:58:17.505778,,,,,,f,,{},3,4,1
4,2019-09-16 16:17:19.234277,,,,,,f,,{},4,5,1
